pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_masse,st_teff,st_rad,st_mass
Kepler-100 d,Kepler-100,Transit,2014,35.3330866,1.536,,5854,1.526,1.097
Kepler-1305 b,Kepler-1305,Transit,2016,13.5630972,1.88,,5701,0.96,0.97
Kepler-895 b,Kepler-895,Transit,2016,2.806243488,,,4195,0.708507,0.66
Kepler-48 d,Kepler-48,Transit,2014,42.89605505,2.06,,5160,0.896858,0.873
HD 145377 b,HD 145377,Radial Velocity,2008,103.95,,,6014,1.05,1.2
Kepler-155 b,Kepler-155,Transit,2014,5.931192939,1.95,,3985,0.54,0.56
Kepler-26 c,Kepler-26,Transit,2011,17.25,3.11,7.48,4124,0.595,0.593
Kepler-133 b,Kepler-133,Transit,2014,8.129858,2.14,,5600,1.34,1.02
Kepler-1614 b,Kepler-1614,Transit,2016,3.94660745,1.4,,5376,0.806,0.897
Kepler-406 b,Kepler-406,Transit,2014,2.426300839,1.32,,5697,0.973,1.058
Kepler-140 b,Kepler-140,Transit,2014,3.254261551,,,6108.41,1.19153,1.15
Kepler-626 b,Kepler-626,Transit,2016,,2.596,,5721,0.979,
Kepler-127 c,Kepler-127,Transit,2014,29.39326982,2.459,,6125,1.383,1.248
Kepler-1359 b,Kepler-1359,Transit,2016,59.4970952,3.24,,4817,0.833,0.8
Kepler-1397 b,Kepler-1397,Transit,2016,,2.528,,6123,1.766,
Kepler-1163 b,Kepler-1163,Transit,2016,6.117982,0.97,,6437,1.12,1.184
WASP-165 b,WASP-165,Transit,2018,3.4655055,,,,,
Kepler-127 b,Kepler-127,Transit,2014,14.43602503,,,6066.19,1.4457,1.13
Kepler-107 c,Kepler-107,Transit,2014,4.90143807,1.84,,5851,1.411,1.142
Kepler-306 c,Kepler-306,Transit,2014,7.24022418,2.14,,4955,0.721,0.774
K2-347 b,K2-347,Transit,2021,7.187,,,4391,0.617099,0.687
Kepler-148 c,Kepler-148,Transit,2014,4.180043,3.6,,5272,0.851,
Kepler-270 c,Kepler-270,Transit,2014,25.2630268,1.5,,6432,1.3,1.155
Kepler-1526 b,Kepler-1526,Transit,2016,3.90863457,,,4549,0.713621,0.72
Kepler-209 b,Kepler-209,Transit,2014,16.08783387,,,5463.31,0.962384,0.96
Kepler-18 d,Kepler-18,Transit,2011,14.859,6.63,15.7,,1.055,0.88
Kepler-1046 b,Kepler-1046,Transit,2016,14.37508542,,,6020.67,1.15287,
XO-5 b,XO-5,Transit,2008,4.187732,12.89035,365.5045,5510,1.11,1
Kepler-1204 b,Kepler-1204,Transit,2016,,2.519,,6098,0.922,
Kepler-232 b,Kepler-232,Transit,2014,4.431242593,3.07,,5841,0.931,1.047
Kepler-197 e,Kepler-197,Transit,2014,25.2099845,0.927,,,,0.857
K2-105 b,K2-105,Transit,2017,8.26679,3.40690334,,5475,0.908831,0.964948
XO-5 b,XO-5,Transit,2008,4.18775631,,,5510,1.11,1
Kepler-462 b,Kepler-462,Transit,2016,84.6879808,5.01,,7717,2.641,1.965
Kepler-511 c,Kepler-511,Transit,2021,26.62946276,2.94,,5951,1.357,1.121
TOI-561 d,TOI-561,Transit,2020,25.7124,2.82,12.15,5326,0.832,0.805
Kepler-770 c,Kepler-770,Transit,2016,1.475322314,1.2,,5598,0.92,0.94
Kepler-300 c,Kepler-300,Transit,2014,,3.502,,5986,1.404,
Kepler-265 b,Kepler-265,Transit,2014,6.846113,1.62,,6315,1.07,1.15
Kepler-1431 b,Kepler-1431,Transit,2016,5.86601526,1.46,,6020,1.04,1.051
TOI-444 b,TOI-444,Transit,2023,17.96350827,3.29701974,,5229,0.794471,
WASP-71 b,WASP-71,Transit,2012,2.9036693,,,6050,1.82,0.76
Kepler-293 b,Kepler-293,Transit,2014,19.2540693,,,5412,0.870183,0.94
TrES-1 b,TrES-1,Transit,2004,3.03006973,11.960003,221.52751,5230,0.807,0.878
TrES-2 b,TrES-2,Transit,2006,2.470613377,13.04,,5820,0.964,0.971
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,Microlensing,2022,,,22.24798849,,,0.11
WASP-26 b,WASP-26,Transit,2010,2.7566,13.56289,270.1555,6034,1.22,0.86
Kepler-1715 b,Kepler-1715,Transit,2021,35.59713982,2.98,,6210,1.1,1.106
Kepler-1304 b,Kepler-1304,Transit,2016,16.1289679,,,5154,2.65923,
Kepler-199 b,Kepler-199,Transit,2014,23.6421965,2.9,,5750,0.882,0.98
Kepler-1007 b,Kepler-1007,Transit,2016,5.185002073,1.17,,4325,0.56,0.547
Kepler-1198 b,Kepler-1198,Transit,2016,,1.439,,5346,0.889,
Kepler-81 c,Kepler-81,Transit,2012,12.04,2.37,,,0.59,0.64
Kepler-111 c,Kepler-111,Transit,2014,,6.978,,5905,1.123,
HD 20794 f,HD 20794,Radial Velocity,2025,647.6,,,5368,0.93,0.79
Kepler-1778 b,Kepler-1778,Transit,2021,10.08744556,3.15,,6310,1.095,1.143
Kepler-1939 b,Kepler-1939,Transit,2021,2.790643481,0.99,,4353,0.603,0.648
Kepler-106 d,Kepler-106,Transit,2014,23.9800854,1.31,,5854,1.012,0.951
WASP-1 b,WASP-1,Transit,2007,2.51994713,,,,1.517,1.301
KOI-7913 b,KOI-7913 A,Transit,2022,24.2783801,,,4225,0.770972,0.66
Kepler-385 b,Kepler-385,Transit,2014,10.043686,2.73,,6326,1.126,
K2-16 c,K2-16,Transit,2015,19.077,2.19,,4800,0.67,0.69
Kepler-142 d,Kepler-142,Transit,2014,41.80925,1.58,,5744,1.14,0.988
Kepler-1401 b,Kepler-1401,Transit,2016,11.20066445,1.37,,6038,0.898,0.982
K2-115 b,K2-115,Transit,2017,20.2729861,,,5560,0.881,0.831
Kepler-1792 b,Kepler-1792,Transit,2021,4.195775379,3.03,,5229,1.005,0.878
Kepler-1672 b,Kepler-1672,Transit,2020,150.8783198,,,6131.95,1.08841,1.16
Kepler-323 c,Kepler-323,Transit,2014,,1.649,,5935,1.101,
Kepler-42 c,Kepler-42,Transit,2011,,0.887,,3204,0.174,
K2-272 b,K2-272,Transit,2018,14.453533,2.91,,5419,0.81,0.81
Kepler-265 d,Kepler-265,Transit,2014,43.13042,2.57,,6315,1.07,1.15
Kepler-11 d,Kepler-11,Transit,2010,22.68714251,,,5820,1.12955,1.05
Kepler-1114 b,Kepler-1114,Transit,2016,14.97435694,1.5,,5470,0.919,0.798
Kepler-418 c,Kepler-418,Transit,2021,12.21829987,5.22108654,,5822,1.081,0.957
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,1.166,,5210,0.83,0.813
51 Eri b,51 Eri,Imaging,2015,11688.00000000000,,,7295,1.48726,1.65
Kepler-590 b,Kepler-590,Transit,2016,5.85296257,3.51,,6050,1.013,1.05
Kepler-1258 b,Kepler-1258,Transit,2016,,1,,5627,1.116,
Kepler-241 b,Kepler-241,Transit,2014,12.71810317,2.35,,4702,0.686,0.67
GJ 3929 b,GJ 3929,Transit,2022,2.616276872,1.09728674,,3352,0.325635,
Kepler-1314 b,Kepler-1314,Transit,2016,5.424749281,5.2,,4141,0.592,0.581
K2-268 d,K2-268,Transit,2021,4.528598,1.49,,5106,0.78,0.84
WASP-74 b,WASP-74,Transit,2015,2.13775,15.24424,228.8376,5990,1.42,0.98
Kepler-736 b,Kepler-736,Transit,2016,3.60147201,2.9,,5335,0.81,0.908
Kepler-380 b,Kepler-380,Transit,2014,3.930871,1.07,,6043,1.097,0.987
Kepler-18 b,Kepler-18,Transit,2011,3.504691252,,,5359,0.951815,0.927
HIP 70849 b,HIP 70849,Radial Velocity,2009,17337.50000000000,,,4105,,0.63
Kepler-1293 b,Kepler-1293,Transit,2016,5.57654782,,,6259.72,1.70401,1.22
Kepler-1627 b,Kepler-1627,Transit,2016,7.20283653,3.15,,5388,0.717,0.681
TOI-1422 b,TOI-1422,Transit,2022,12.9967,3.93681551,12.1,5811,1.0235,0.9903
24 Sex b,24 Sex,Radial Velocity,2010,452.8,,,5098,4.9,1.54
Kepler-12 b,Kepler-12,Transit,2011,4.4379637,18.999255,137.62039,5950,1.483,1.166
Kepler-627 b,Kepler-627,Transit,2016,40.69944,3.1,,6457,1.5,1.24
HD 148427 b,HD 148427,Radial Velocity,2009,331.5,,,5052,3.22,1.45
Kepler-156 b,Kepler-156,Transit,2014,,2.491,,5078,0.806,
Kepler-305 b,Kepler-305,Transit,2013,5.48711079,3.5,,5106,0.803,0.763
Kepler-1040 b,Kepler-1040,Transit,2016,201.1214,2.08,,5694,0.96,0.98
Kepler-224 d,Kepler-224,Transit,2014,11.34934848,,,5049,0.722794,0.84
Kepler-337 b,Kepler-337,Transit,2014,3.29276965,1.3,,5684,1.415,0.975
HD 25171 b,HD 25171,Radial Velocity,2010,1802.29,,,6125,1.23,1.076
Kepler-561 b,Kepler-561,Transit,2016,58.3620495,6.96,,5646,0.94,0.96
KOI-1783.02,KOI-1783,Transit,2020,284.0631,,2.23203,,1.138,1.076
Kepler-864 b,Kepler-864,Transit,2016,5.83376197,,,5621,1.33944,1
V1298 Tau d,V1298 Tau,Transit,2019,12.4032,6.41,,,1.345,1.101
Kepler-513 b,Kepler-513,Transit,2016,28.86235584,2.19,,6084,1.04,0.987
Kepler-15 b,Kepler-15,Transit,2011,4.942782,14.448401,221.20968,5595,1.253,1.08
Kepler-246 b,Kepler-246,Transit,2014,4.601811819,2.35,,4986,0.833,0.793
Kepler-216 b,Kepler-216,Transit,2014,7.69363627,,,6093.45,1.62969,1.14
Kepler-53 c,Kepler-53,Transit,2012,38.55760865,,,5653,1.08614,1
WASP-14 b,WASP-14,Transit,2008,2.2438471,14.2892,,6458,1.33,
Kepler-118 b,Kepler-118,Transit,2014,,1.343,,5057,0.817,
KELT-17 b,KELT-17,Transit,2016,3.0801735,,,,,
Kepler-1304 b,Kepler-1304,Transit,2016,16.1288853,2.31,,5295,0.821,0.756
Kepler-131 c,Kepler-131,Transit,2014,25.5172744,0.83,,5680,1.016,0.978
Kepler-324 e,Kepler-324,Transit,2021,13.97946091,,,5214,0.859378,0.89
Kepler-894 b,Kepler-894,Transit,2016,9.803224,3.23,,6170,0.992,1.063
Kepler-868 b,Kepler-868,Transit,2016,,3.072,,5968,1.101,
Kepler-1052 c,Kepler-1052,Transit,2023,180.921729,,,5720,0.964799,1.02
Kepler-1518 b,Kepler-1518,Transit,2016,5.11177904,2.25,,6432,1.345,1.06
Kepler-253 b,Kepler-253,Transit,2014,3.78402867,1.7,,5196,0.775,0.869
Kepler-315 c,Kepler-315,Transit,2014,265.47847,4.2,,5792,1.005,0.875
Kepler-14 b,Kepler-14,Transit,2011,6.790123,12.621334,2440.9344,6395,2.09,1.318
Kepler-625 c,Kepler-625,Transit,2016,,1.552,,6042,1.418,
Kepler-1091 b,Kepler-1091,Transit,2016,,1.465,,5806,1.041,
K2-107 b,K2-107,Transit,2017,3.31392,16.14096,266.9772,6030,1.78,1.3
Kepler-919 b,Kepler-919,Transit,2016,11.04603384,1.93,,6093,1.025,1.025
Kepler-229 d,Kepler-229,Transit,2014,41.1970874,3.62,,5126,0.742,0.827
Kepler-51 b,Kepler-51,Transit,2012,45.15530074,8.51,,5921,1.05,1.05
Kepler-1944 b,Kepler-1944,Transit,2021,9.84262076,2.41,,5585,0.972,1.064
Kepler-48 c,Kepler-48,Transit,2012,9.673958488,2.63,,5192,0.873,0.856
HD 108236 c,HD 108236,Transit,2020,6.203449,2.071,,5660,0.877,0.869
Kepler-526 b,Kepler-526,Transit,2016,5.45849914,1.91,,5914,1.135,1.172
Kepler-124 c,Kepler-124,Transit,2014,13.82139306,2.502,,4960,0.748,0.706
Kepler-1836 b,Kepler-1836,Transit,2021,5.25419736,2.15,,6123,0.987,1.053
Kepler-1726 b,Kepler-1726,Transit,2021,18.39626843,,,5338,0.763872,0.92
Kepler-578 b,Kepler-578,Transit,2016,1.616883696,2.54,,5417,1.066,0.877
Kepler-149 d,Kepler-149,Transit,2014,160.0192407,,,5380.49,1.00315,0.93
Kepler-1354 b,Kepler-1354,Transit,2016,76.6139446,,,5843.03,1.3817,1.05
TOI-1130 c,TOI-1130,Transit,2020,8.3501898,13,336,4360,0.697,0.745
Kepler-1640 b,Kepler-1640,Transit,2016,7.5844126,5.49,,6266,1.63,1.345
Kepler-1408 b,Kepler-1408,Transit,2016,2.99793191,0.89,,6170,1.35,1.21
Kepler-297 d,Kepler-297,Transit,2023,150.0190609,13.54,,6150,1.04,1.04
OGLE-TR-111 b,OGLE-TR-111,Transit,2004,4.0144463,11.421971,,,0.83,
Kepler-362 b,Kepler-362,Transit,2014,10.32732564,,,5745.22,1.2835,1.03
Kepler-1348 b,Kepler-1348,Transit,2016,27.5722742,1.48,,5977,0.801,0.887
WASP-184 b,WASP-184,Transit,2019,5.1817,14.90797,181.1631,6000,1.65,1.23
K2-138 c,K2-138,Transit,2017,3.56015,2.26,,5283,0.839,0.916
HD 18143 c,HD 18143,Radial Velocity,2022,28982.41764000000,,3177.648413,,,0.85
Kepler-290 d,Kepler-290,Transit,2023,0.764020072,0.817,,4962,0.696,0.756
K2-95 b,K2-95,Transit,2016,10.13389,3.47,,3471,0.402,0.361
K2-346 b,K2-346,Transit,2021,26.197022,2.36213049,,4789,0.692258,
Kepler-1425 b,Kepler-1425,Transit,2016,14.4540329,0.72,,5559,0.79,0.714
Kepler-49 b,Kepler-49,Transit,2012,,2.609,,3838,0.625,
Kepler-1879 b,Kepler-1879,Transit,2021,10.61345333,1.77,,5865,1.388,1.023
Kepler-675 b,Kepler-675,Transit,2016,2.337432544,,,4750.2,0.823922,0.76
TOI-677 b,TOI-677,Transit,2020,11.236697,,,6295,1.28,1.181
Kepler-1434 b,Kepler-1434,Transit,2016,8.05333618,0.86,,6350,1.439,1.064
Kepler-1947 b,Kepler-1947,Transit,2021,6.96355103,1.44,,6040,1.686,0.984
Kepler-197 e,Kepler-197,Transit,2014,25.21031419,,,5963.52,1.20944,1.093
K2-170 c,K2-170,Transit,2018,12.400731,1.92,,5749,0.98,
LHS 1678 d,LHS 1678,Transit,2024,4.9652229,0.981,,3490,0.329,0.345
Kepler-297 c,Kepler-297,Transit,2014,74.92771752,7.54,,6150,1.04,1.04
Kepler-11 f,Kepler-11,Transit,2010,46.68707,,1.98,5820,1.12955,1.05
Kepler-1740 b,Kepler-1740,Transit,2021,8.17242644,,,5714.58,0.931052,1.02
Kepler-933 b,Kepler-933,Transit,2016,14.20443009,2.02,,5362,0.69,0.74
Kepler-728 b,Kepler-728,Transit,2016,5.743469797,3.13,,5897,0.891,0.983
Kepler-1963 b,Kepler-1963,Transit,2021,1.96227924,0.83,,5726,0.979,0.915
HD 42618 b,HD 42618,Radial Velocity,2016,149.61,,,5727,0.999,1.015
TOI-1685 b,TOI-1685,Transit,2021,0.6691403,1.7,3.78,3434,0.492,0.495
Kepler-265 b,Kepler-265,Transit,2014,6.846262,1.86,,5835,1.103,
Kepler-203 d,Kepler-203,Transit,2014,11.32972,1.44,,5821,1.114,
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L,Microlensing,2022,,,73.10053361,,,0.1
Kepler-594 b,Kepler-594,Transit,2016,13.64618192,2.13,,5575,0.834,0.917
Kepler-207 c,Kepler-207,Transit,2014,3.071545396,1.46,,5989,1.49,1.2
Kepler-781 b,Kepler-781,Transit,2016,13.2140732,2.89,,5162,0.78,0.81
Kepler-307 c,Kepler-307,Transit,2013,13.084,2.8,1.5,,1.08,0.98
K2-3 c,K2-3,Transit,2015,24.64745,1.56,,3951,0.52,0.53
Kepler-1633 b,Kepler-1633,Transit,2016,62.134919,,,6168.72,1.84201,1.18
Kepler-483 b,Kepler-483,Transit,2016,30.229104,2.867,,6319,1.327,1.076
Kepler-711 b,Kepler-711,Transit,2016,23.58920791,,,4907,0.778615,0.8
Kepler-8 b,Kepler-8,Transit,2010,,15.789,,6181,1.57,
Kepler-1834 c,Kepler-1834,Transit,2023,0.766689534,1.134,,4835,0.719,0.746
GJ 667 C b,GJ 667 C,Radial Velocity,2012,7.20066,,,,,
Kepler-918 b,Kepler-918,Transit,2016,4.85386933,1.44,,6061,0.97,1.05
K2-398 b,K2-398,Transit,2022,6.393025,2.274,,5946,1.239,0.945
Kepler-108 b,Kepler-108,Transit,2014,49.18394185,8.2,,5626,2.057,1.247
WASP-38 b,WASP-38,Transit,2010,,,859.73015,,,1.23
OGLE-2017-BLG-1691L b,OGLE-2017-BLG-1691L,Microlensing,2022,,,,,,
Kepler-11 f,Kepler-11,Transit,2010,,2.643,,5763,1.098,
Kepler-1552 b,Kepler-1552,Transit,2016,184.77271,,,4871.52,1.11332,0.79
Kepler-1956 b,Kepler-1956,Transit,2021,5.94373492,,,4191,0.56945,0.656
WASP-23 b,WASP-23,Transit,2010,2.9444276,,,,,
Kepler-1122 b,Kepler-1122,Transit,2016,42.19301,2.04,,5639,0.82,0.93
Kepler-791 b,Kepler-791,Transit,2016,14.55403948,,,6306.47,1.33182,1.24
Kepler-881 b,Kepler-881,Transit,2016,4.44448017,1.65,,6210,1.033,1.093
TOI-700 e,TOI-700,Transit,2023,27.80978,0.953,,3459,0.421,0.415
Kepler-861 b,Kepler-861,Transit,2016,3.949633,2.1,,5078,0.75,0.747
Kepler-1907 b,Kepler-1907,Transit,2021,5.65245733,1.05,,5159,0.8,0.752
Kepler-355 b,Kepler-355,Transit,2014,,1.648,,5769,1.212,
Kepler-24 d,Kepler-24,Transit,2014,4.24437621,1.61,,6038,1.088,0.965
Kepler-1562 b,Kepler-1562,Transit,2016,,6.407,,6345,1.546,
HATS-56 b,HATS-56,Transit,2019,4.3247708,17.0257,,6457,2.13,
Kepler-172 d,Kepler-172,Transit,2014,14.62698952,2.25,,5599,1.03,1
Kepler-119 b,Kepler-119,Transit,2014,2.422084188,3.55,,5598,0.83,0.928
Kepler-658 b,Kepler-658,Transit,2016,,1.784,,3733,0.674,
Kepler-510 b,Kepler-510,Transit,2016,19.55659418,2.53,,5622,1.406,0.884
Kepler-220 b,Kepler-220,Transit,2014,4.159816554,0.86,,4499,0.639,0.643
Kepler-366 b,Kepler-366,Transit,2014,3.28192091,1.48,,6210,1.033,1.093
Kepler-79 d,Kepler-79,Transit,2014,52.0911,6.1,,6405,1.1,1.18
HATS-10 b,HATS-10,Transit,2015,3.312846,10.861521,167.17858,5880,1.105,1.101
Kepler-207 d,Kepler-207,Transit,2014,5.868068017,3.09,,5989,1.49,1.2
Kepler-1948 b,Kepler-1948,Transit,2021,15.57131611,0.7,,3842,0.526,0.531
Kepler-907 b,Kepler-907,Transit,2016,15.86624787,,,6082.73,,
Kepler-304 c,Kepler-304,Transit,2014,5.315953474,2.8,,4910,0.892,0.828
K2-73 b,K2-73,Transit,2016,7.495692,2.62539115,,5844,1.051008,1.043192
Kepler-1195 b,Kepler-1195,Transit,2016,8.49642241,2.08,,4965,0.71,0.74
Kepler-597 b,Kepler-597,Transit,2016,13.02365861,2.22,,5870,0.867,0.959
Kepler-720 b,Kepler-720,Transit,2016,4.708326451,,,5490,1.14715,0.96
K2-90 c,K2-90,Transit,2016,2.90022,1.36,,,0.646,
Kepler-65 d,Kepler-65,Transit,2012,8.13121389,,,6149,1.5092,1.167
WASP-97 b,WASP-97,Transit,2014,2.07275965,,,5640,1.06,1.12
AU Mic b,AU Mic,Transit,2020,8.46308,3.95677019,,3678,0.744,0.51
Kepler-191 d,Kepler-191,Transit,2016,5.945041017,2.26,,5275,0.787,0.883
Kepler-217 d,Kepler-217,Transit,2016,3.88689525,1.14,,6765,1.439,1.426
GJ 463 b,GJ 463,Radial Velocity,2022,3448,,,3540,0.49,0.49
Kepler-414 c,Kepler-414,Transit Timing Variations,2014,7.170732075,2.98,,5580,0.94,0.95
Kepler-405 b,Kepler-405,Transit,2014,10.613839,2.08,,5818,0.893,
HD 63935 c,HD 63935,Radial Velocity,2021,21.4023,2.9,11.1,5534,0.959,0.933
Kepler-94 b,Kepler-94,Transit,2014,2.508057352,2.49,,4238,0.61,0.64
HD 120084 b,HD 120084,Radial Velocity,2013,2085.10024,,1831.327281,,,2.504
Kepler-605 c,Kepler-605,Transit,2016,2.359002,0.74,,5390,0.77,0.868
Kepler-890 b,Kepler-890,Transit,2016,52.75875577,9.04,,6244,1.154,1.225
HD 104067 b,HD 104067,Radial Velocity,2009,55.806,,,4969,,0.791
Kepler-63 b,Kepler-63,Transit,2013,9.4341505,6.11,120,5576,0.901,0.984
Kepler-302 b,Kepler-302,Transit,2014,,3.336,,5703,1.08,
WASP-93 b,WASP-93,Transit,2016,2.73253774,,,6700,1.524,1.334
OGLE-2014-BLG-0319L b,OGLE-2014-BLG-0319L,Microlensing,2022,,,181.162192,,,0.52
Kepler-1488 c,Kepler-1488,Transit,2021,6.15827512,0.87,,6035,1.135,0.992
Kepler-790 b,Kepler-790,Transit,2016,13.73469807,2.14,,5196,0.772,0.726
Kepler-177 b,Kepler-177,Transit,2013,36.8568008,3.32,,5778,0.98,1
TOI-2076 e,TOI-2076,Transit,2025,3.0223445,1.355,,5192,0.796,0.8557
Kepler-227 c,Kepler-227,Transit,2014,54.418464,3.1,,5850,1.04,1.051
NGTS-27 b,NGTS-27,Transit,2024,3.3704313,13.6938,,5765,1.85,
Kepler-1181 b,Kepler-1181,Transit,2016,4.893327356,,,6495.28,1.36041,1.33
Kepler-466 b,Kepler-466,Transit,2016,51.07926307,2.523,,5805,0.936,0.979
Kepler-33 c,Kepler-33,Transit,2011,13.17555999,2.82,,5900,1.694,1.1
Kepler-1199 b,Kepler-1199,Transit,2016,15.04463,1.44,,6170,1.22,1.08
Kepler-143 c,Kepler-143,Transit,2014,27.08245399,,,5836.51,1.37139,1.052
Kepler-311 c,Kepler-311,Transit,2014,19.7383913,1.48,,6009,1.13,1.08
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116882,0.95,,5731,1.19,0.866
Kepler-74 b,Kepler-74,Transit,2013,7.340714746,14.19,,6068,1.48,1.26
Kepler-835 b,Kepler-835,Transit,2016,11.41904,2.37,,6188,1.01,1.098
Kepler-1441 b,Kepler-1441,Transit,2016,39.4419839,1.31,,5802,1,1
EPIC 201833600 c,K2-50,Transit,2019,3.96151,1,,,,0.611
Kepler-1072 b,Kepler-1072,Transit,2016,1.569066502,1.4,,6343,1.137,1.213
Kepler-990 b,Kepler-990,Transit,2016,9.91723428,2.25,,5953,0.926,0.957
XO-3 b,XO-3,Transit,2007,3.19154,15.80469,2316.9807,6429,1.54,0.58
Kepler-1400 b,Kepler-1400,Transit,2016,9.06687613,,,4912,0.710105,0.8
Kepler-6 b,Kepler-6,Transit,2009,3.234699312,13.41,,5640,1.291,1.047
Kepler-36 c,Kepler-36,Transit,2012,16.2318713,3.692,9.61,,1.629,1.034
Kepler-237 b,Kepler-237,Transit,2014,4.71510365,1.5,,4861,0.732,0.733
Kepler-304 c,Kepler-304,Transit,2014,,2.222,,4843,0.658,
Kepler-663 b,Kepler-663,Transit,2016,4.99678284,2.7,,5339,0.847,0.931
Kepler-519 b,Kepler-519,Transit,2016,24.307983,2.29,,5407,0.871,0.937
Kepler-245 e,Kepler-245,Transit,2016,,1.708,,5105,0.794,
Kepler-1276 b,Kepler-1276,Transit,2016,12.5720095,1.19,,6188,1.21,1.14
Kepler-1211 b,Kepler-1211,Transit,2016,11.01796683,,,5769,1.16863,1.03
Kepler-1434 b,Kepler-1434,Transit,2016,8.05333618,0.86,,6350,1.439,1.064
Kepler-56 b,Kepler-56,Transit,2012,10.5007334,4.96,,4840,4.23,1.32
Kepler-414 c,Kepler-414,Transit Timing Variations,2014,,2.557,,5567,0.881,
HATS-49 b,HATS-49,Transit,2020,4.147035923,8.62854045,,4247,0.775548,
HAT-P-25 b,HAT-P-25,Transit,2010,3.652836,13.33871,180.20961,5500,0.959,1.01
HATS-22 b,HATS-22,Transit,2017,4.72281727,,,4803,0.689,0.759
Kepler-128 c,Kepler-128,Transit,2013,22.804,1.34,0.9,,1.61,1.09
Kepler-1083 b,Kepler-1083,Transit,2016,33.4177993,3.36,,5049,0.77,0.81
Kepler-1067 b,Kepler-1067,Transit,2016,0.762129261,0.7,,5614,0.827,0.908
Kepler-932 b,Kepler-932,Transit,2016,1.9214304,1.32,,5213,0.81,0.78
Kepler-1925 b,Kepler-1925,Transit,2021,46.7162336,,,5731,1.54405,1.02
Kepler-549 b,Kepler-549,Transit,2016,42.94953671,,,5259,0.846751,0.9
Kepler-394 d,Kepler-394,Transit,2021,5.61357653,,,5977,0.991788,1.1
Kepler-992 b,Kepler-992,Transit,2016,20.16034462,1.62,,4944,0.74,0.8
Kepler-991 b,Kepler-991,Transit,2016,82.5342519,2.29,,4237,0.558,0.564
Kepler-106 b,Kepler-106,Transit,2014,,0.823,,5860,1.049,
Kepler-60 c,Kepler-60,Transit,2012,8.91901228,,,5883,1.47227,1.07
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,Microlensing,2015,,,86,,,0.18
Kepler-629 b,Kepler-629,Transit,2016,,1.33,,5406,0.826,
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,1.544928892,,,6136.25,1.4874,1.16
Kepler-76 b,Kepler-76,Orbital Brightness Modulation,2013,1.544928892,13.43,,6309,1.412,1.15
AU Mic b,AU Mic,Transit,2020,8.463,,11.7,3700,0.75,0.5
HD 209458 b,HD 209458,Radial Velocity,1999,3.5246,,,,,
Kepler-1243 b,Kepler-1243,Transit,2016,16.83203175,,,5492.85,0.834193,0.96
K2-224 b,K2-224,Transit,2018,4.47904,1.56,,5620,0.84,0.91
Kepler-1080 b,Kepler-1080,Transit,2016,77.2548396,4.02,,6549,1.438,1.23
Kepler-306 e,Kepler-306,Transit,2014,44.8418,2.81,,5027,0.88,0.93
Kepler-333 c,Kepler-333,Transit,2014,24.08838547,,,4470.56,0.621735,0.701
Kepler-955 b,Kepler-955,Transit,2016,14.53244172,3.19,,5345,0.86,0.802
Kepler-171 d,Kepler-171,Transit,2014,,2.204,,5529,0.937,
Kepler-466 c,Kepler-466,Transit,2016,3.709213846,1.24,,5803,1.073,0.943
Kepler-1816 b,Kepler-1816,Transit,2021,91.50080202,,,4906,0.750709,0.803
Kepler-339 c,Kepler-339,Transit,2014,6.98802652,,,5495.56,0.769161,0.96
Kepler-563 b,Kepler-563,Transit,2016,22.184312,3.4,,5129,0.77,0.758
Kepler-351 d,Kepler-351,Transit,2016,142.545,2.52,,5642,0.846,0.91
Kepler-423 b,Kepler-423,Transit,2014,2.6843285,13.361128,192.60498,5560,0.95,0.85
K2-139 b,K2-139,Transit,2017,28.382206,9.5,,,0.93,
Kepler-246 c,Kepler-246,Transit,2014,11.18714,1.46,,5122,0.76,0.759
LHS 1678 c,LHS 1678,Transit,2021,3.694260409,1.0428407,,3450,0.33819,
K2-347 b,K2-347,Transit,2021,7.18662,2.58,,,0.584,
Kepler-263 c,Kepler-263,Transit,2014,47.3330262,2.62,,5388,0.85,0.89
Kepler-743 b,Kepler-743,Transit,2016,,1.292,,5509,0.916,
Kepler-1079 b,Kepler-1079,Transit,2016,13.24503482,1.77,,5636,1.39,0.988
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,Microlensing,2023,,,2.68,,,0.48
Kepler-68 b,Kepler-68,Transit,2013,5.398753927,2.309,,5789,1.252,1.042
Kepler-1136 b,Kepler-1136,Transit,2016,2.361724329,1.54,,4478,0.651,0.637
Kepler-364 c,Kepler-364,Transit,2014,59.980627,2.15,,6108,1.284,
K2-332 b,K2-332,Transit,2021,17.703,,,3266,0.289676,0.264883
HATS-11 b,HATS-11,Transit,2016,3.6191613,16.92559,270.1555,6060,1.444,1
WASP-47 b,WASP-47,Transit,2012,4.1591492,12.64,363.6,5552,1.137,1.04
Kepler-1323 b,Kepler-1323,Transit,2016,0.929906166,1.48,,6039,1.413,1.075
