planet_name,host_name,disc_method,disc_year,pl_orbper_days,pl_rad_rearth,pl_mass_mearth,st_teff_k,st_rad_rsun,st_mass_msun,pl_mass_mjup,pl_rad_rjup,habitable_zone_flag,esi,has_mass,has_radius,has_stellar_data
TOI-2046 b,TOI-2046,transit,2022,1.4971842,16.14093221,731.0053361,6250.0,1.21,1.13,2.3000029453037496,1.4399975207422606,inner,0.0,True,True,True
TOI-2048 b,TOI-2048,transit,2022,13.79019,2.61,,5185.0,0.79,0.83,,0.23284860380051745,inner,,False,True,True
TOI-206 b,TOI-206,transit,2022,0.7363104,1.3,,3383.0,0.35,0.35,,0.11597823177803551,inner,,False,True,True
TOI-2068 b,TOI-2068,transit,2024,7.768915,1.821,,3710.0,0.535,0.559,,0.16245873851369436,inner,,False,True,True
TOI-2076 b,TOI-2076,transit,2021,10.355235,2.39,16.1,5201.0,0.774,0.883,0.05065632983878073,0.21322151842269607,inner,0.0,True,True,True
TOI-2076 c,TOI-2076,transit,2021,21.015327,3.69441587,55.0,5192.0,0.796,0.8557,0.17304957398341242,0.3295937077348559,inner,0.0,True,True,True
TOI-2076 d,TOI-2076,transit,2021,35.125686,3.43087751,29.0,5192.0,0.796,0.8557,0.09124432082761746,0.3060823900437149,inner,0.0,True,True,True
TOI-2076 e,TOI-2076,transit,2025,3.0223445,1.355,,5192.0,0.796,0.8557,,0.12088500312249086,inner,,False,True,True
TOI-2081 b,TOI-2081,transit,2022,10.50534,2.04,,3800.0,0.534,0.54,,0.1819966098670711,inner,,False,True,True
TOI-2084 b,TOI-2084,transit,2023,6.0784247,2.47,,3551.0,0.475,0.453,,0.2203586403782675,inner,,False,True,True
TOI-2088 b,TOI-2088,transit,2024,124.72997,3.6831179,37.0,5081.0,0.8481,0.9027,0.11641516795247744,0.3285857703631011,inner,0.0,True,True,True
TOI-2095 b,TOI-2095,transit,2023,17.66484,1.25,4.1,3759.0,0.44,0.44,0.012900059151490744,0.11151753055580338,habitable,0.0,True,True,True
TOI-2095 c,TOI-2095,transit,2023,28.17232,1.33,7.4,3759.0,0.44,0.44,0.02328303359049549,0.1186546525113748,habitable,0.0,True,True,True
TOI-2096 b,TOI-2096,transit,2023,3.1190633,1.243,,3300.0,0.235,0.231,,0.11089303238469089,outer,,False,True,True
TOI-2096 c,TOI-2096,transit,2023,6.38784,1.914,,3300.0,0.235,0.231,,0.17075564278704614,outer,,False,True,True
TOI-2107 b,TOI-2107,transit,2024,2.4545467,13.57407563,263.79757781,5627.0,0.932,0.961,0.8300010628704835,1.2109979150682486,inner,0.0,True,True,True
TOI-2109 b,TOI-2109,transit,2021,0.67247414,15.098497,1595.49860314,6540.0,1.698,1.453,5.0200064284455745,1.3469976804353645,inner,0.0,True,True,True
TOI-2120 b,TOI-2120,transit,2024,5.7998164,2.122,6.8,3131.0,0.245,0.211,0.02139522005613099,0.1893121598715318,outer,0.0,True,True,True
TOI-2128 b,TOI-2128,transit,2024,16.34136,2.08874836,4.5,5968.0,1.1174,1.0251,0.014158601507733744,0.18634564724774733,inner,0.0,True,True,True
TOI-2134 b,TOI-2134,transit,2023,9.2292005,2.69,9.13,4580.0,0.709,0.744,0.028726229281246466,0.23998572575608887,inner,0.0,True,True,True
TOI-2134 c,TOI-2134,transit,2023,95.5,7.27,41.89,4580.0,0.709,0.744,0.13180084825754812,0.6485859577125523,inner,0.0,True,True,True
TOI-2136 b,TOI-2136,transit,2022,7.851928,2.19,6.37,3342.0,0.34,0.34,0.020042287023169767,0.1953787135337675,habitable,0.0,True,True,True
TOI-2141 b,TOI-2141,transit,2023,18.26157,3.05,24.0,5659.0,0.98,0.94,0.07551254137457997,0.2721027745561602,inner,0.0,True,True,True
TOI-2145 b,TOI-2145,transit,2023,10.261127,12.41899699,1767.0,6200.0,2.7505,1.7169,5.55961085870345,1.107948701043804,inner,0.0,True,True,True
TOI-2152 A b,TOI-2152,transit,2023,3.3773512,14.35870428,899.45439181,6630.0,1.612,1.516,2.8300036240041786,1.2809977946293156,inner,0.0,True,True,True
TOI-2154 b,TOI-2154,transit,2023,3.8240801,16.28664896,292.40213444,6280.0,1.396,1.233,0.9200011781214997,1.4529974984387546,inner,0.0,True,True,True
TOI-2158 b,TOI-2158,transit,2022,8.60077,10.76062147,260.61929374,5673.0,1.41,1.12,0.8200010500648149,0.9599983468641271,inner,0.0,True,True,True
TOI-216.01,TOI-216,transit,2019,34.525528,10.1,177.98390792,5026.0,0.748,0.77,0.5600007171174347,0.9010616468908913,inner,0.0,True,True,True
TOI-216.02,TOI-216,transit,2019,17.16073,8.0,18.751876013,5026.0,0.748,0.77,0.059000075553444005,0.7137121955571416,inner,0.0,True,True,True
TOI-2169 A b,TOI-2169 A,transit,2025,8.2148282,12.50922246,329.588058059,6270.0,1.82,1.42,1.037001327947821,1.1159980783299135,inner,0.0,True,True,True
TOI-2180 b,TOI-2180,transit,2022,260.79,11.32107051,875.617261285,5695.0,1.636,1.111,2.7550035279616654,1.0099982612186635,inner,0.0,True,True,True
TOI-2184 b,TOI-2184,transit,2022,6.90683,11.39953337,206.58846455,5966.0,2.9,1.53,0.6500008323684509,1.0169982487287001,inner,0.0,True,True,True
TOI-2193 A b,TOI-2193 A,transit,2022,2.1225735,19.83989584,298.75870258,5966.0,1.248,1.082,0.9400012037328366,1.769996952448925,inner,0.0,True,True,True
TOI-2194 b,TOI-2194,transit,2023,15.337597,1.9892,,4756.0,0.6909,0.74,,0.17746453742528326,inner,,False,True,True
TOI-2196 b,TOI-2196,transit,2022,1.1947268,3.51,26.0,5634.0,1.043,1.032,0.08180525315579497,0.31314122580069587,inner,0.0,True,True,True
TOI-220 b,TOI-220,transit,2021,10.695264,3.03,13.8,5298.0,0.858,0.825,0.04341971129038348,0.2703184940672674,inner,0.0,True,True,True
TOI-2202 b,TOI-2202,transit,2021,11.9126075,10.95117414,287.316879928,5169.0,0.808,0.841,0.9040011576324302,0.976998317423499,inner,0.0,True,True,True
TOI-2202 c,TOI-2202,transit timing variations,2021,24.6744,13.4,117.278682183,5144.0,0.794,0.823,0.36900047252916673,1.1954679275582123,inner,0.0,True,True,True
TOI-2207 b,TOI-2207,transit,2022,8.001968,11.1529358,203.41018048,6101.0,1.564,1.296,0.6400008195627824,0.9949982870907307,inner,0.0,True,True,True
TOI-2211.01,TOI-2211,transit,2024,3.092686757,1.561,,5253.0,0.834,0.9,,0.13926309215808724,inner,,False,True,True
TOI-2236 b,TOI-2236,transit,2022,3.5315902,14.36991326,502.16888306,6248.0,1.573,1.343,1.5800020232956191,1.2819977928450352,inner,0.0,True,True,True
TOI-2257 b,TOI-2257,transit,2021,35.189346,2.194,,3430.0,0.313,0.328,,0.1957355696315461,outer,,False,True,True
TOI-2260 b,TOI-2260,transit,2022,0.3524728,1.62,,5534.0,0.94,0.99,,0.14452671960032118,inner,,False,True,True
TOI-2266 b,TOI-2266,transit,2024,2.326318,1.54,,3200.0,0.24,0.23,,0.13738959764474976,habitable,,False,True,True
TOI-2274 b,TOI-2274,transit,2024,2.67963,2.45,,3943.0,0.631,0.612,,0.21857435988937463,inner,,False,True,True
TOI-2285 b,TOI-2285,transit,2021,13.635109,1.77,19.5,3491.0,0.464,0.454,0.06135393986684622,0.15790882326701758,inner,0.0,True,True,True
TOI-2295 b,TOI-2295,transit,2024,30.033302,16.47720163,278.099856125,5730.0,1.459,1.168,0.8750011204959915,1.4699974689981266,inner,0.0,True,True,True
TOI-2295 c,TOI-2295,radial velocity,2024,966.5,12.8,,5730.0,1.459,1.168,,1.1419395128914267,habitable,,False,True,True
TOI-2328 b,TOI-2328,transit,2025,17.10197,9.97599282,50.85254512,5525.0,0.9,0.95,0.1600002048906956,0.8899984673030601,inner,0.0,True,True,True
TOI-2337 b,TOI-2337,transit,2022,2.99432,10.08808263,508.5254512,4780.0,3.22,1.325,1.6000020489069562,0.8999984503523955,inner,0.0,True,True,True
TOI-2338 b,TOI-2338,transit,2023,22.65398,11.2089807,1900.61387386,5581.0,1.05,0.99,5.9800076577897485,0.9999982781693282,inner,0.0,True,True,True
TOI-2346 b,TOI-2346,transit,2025,3.3312029,16.11851425,394.10722468,6480.0,1.38,1.271,1.240001587902891,1.4379975243108218,inner,0.0,True,True,True
TOI-2364 b,TOI-2364,transit,2023,4.0197517,8.60849718,71.511391575,5306.0,0.886,0.954,0.22500028812754072,0.7679986778481578,inner,0.0,True,True,True
TOI-2368 b,TOI-2368,transit,2024,5.1750073,10.83908434,206.58846455,5360.0,0.846,0.897,0.6500008323684509,0.9669983352663039,inner,0.0,True,True,True
TOI-237 b,TOI-237,transit,2020,5.436098,1.44,,3212.0,0.211,0.179,,0.1284681952002855,outer,,False,True,True
TOI-2373 b,TOI-2373,transit,2023,13.33668,10.42435205,2955.8041851,5651.0,1.102,1.041,9.300011909271682,0.9299983986082612,inner,0.0,True,True,True
TOI-2374 b,TOI-2374,transit,2024,4.31361,6.81,56.64,4802.0,0.69,0.75,0.17820959764400873,0.6075475064680168,inner,0.0,True,True,True
TOI-2379 b,TOI-2379,transit,2024,5.4693827,11.72459381,1830.69162432,3707.0,0.622,0.645,5.760007376065042,1.0459981987688465,inner,0.0,True,True,True
TOI-238 b,TOI-238,transit,2024,1.273114,1.612,3.4,5080.0,0.75,0.788,0.010697610028065496,0.14381300740476405,inner,0.0,True,True,True
TOI-238 c,TOI-238,radial velocity,2024,8.465651,2.18,6.7,5059.0,0.733,0.79,0.021080584467070243,0.1944865732893211,inner,0.0,True,True,True
TOI-2382 b,TOI-2382,transit,2025,4.6612061,12.25141591,235.19302118,6033.0,1.417,1.26,0.7400009476194671,1.0929981184762245,inner,0.0,True,True,True
TOI-2384 b,TOI-2384,transit,2024,2.13570304,11.48920522,624.850648162,3943.0,0.6113,0.635,1.9660025175944222,1.0249982353465965,inner,0.0,True,True,True
TOI-2406 b,TOI-2406,transit,2021,3.0766891,2.86,15.6,3100.0,0.204,0.166,0.04908315189347698,0.25515210991167814,outer,0.0,True,True,True
TOI-2407 b,TOI-2407,transit,2025,2.702969,4.26,,3530.0,0.567,0.548,,0.38005174413417786,inner,,False,True,True
TOI-2411 b,TOI-2411,transit,2022,0.7826942,1.68,,4099.0,0.68,0.65,,0.14987956106699973,inner,,False,True,True
TOI-2416 b,TOI-2416,transit,2023,8.275479,9.86390302,953.485221,5808.0,1.236,1.118,3.0000038417005426,0.879998485145865,inner,0.0,True,True,True
TOI-2420 b,TOI-2420,transit,2024,5.842641,15.02003414,294.626933289,5707.0,2.369,1.158,0.9270011870854677,1.3399976929253279,inner,0.0,True,True,True
TOI-2421 b,TOI-2421,transit,2022,4.3474032,10.36830715,105.836859531,5607.0,1.75,1.131,0.33300042642876027,0.9249984075296637,inner,0.0,True,True,True
TOI-2427 b,TOI-2427,transit,2022,1.3060011,1.8,,4072.0,0.65,0.64,,0.16058524400035687,inner,,False,True,True
TOI-244 b,TOI-244,transit,2023,7.397225,1.52,2.68,3433.0,0.426,0.428,0.008432233786828097,0.1356053171558569,inner,0.0,True,True,True
TOI-2443 b,TOI-2443,transit,2023,15.66858,2.363,4.8,4375.0,0.631,0.642,0.015102508274915993,0.2108127397626907,inner,0.0,True,True,True
TOI-2445 b,TOI-2445,transit,2022,0.3711281,1.25,,3333.0,0.27,0.25,,0.11151753055580338,inner,,False,True,True
TOI-2447 b,TOI-2447,transit,2024,69.33684,9.60609646,124.906563951,5730.0,1.006,1.034,0.3930005032627711,0.8569985244000357,inner,0.0,True,True,True
TOI-2458 b,TOI-2458,transit,2024,3.73659,2.83,13.31,6005.0,1.31,1.05,0.04187799690398581,0.25247568917833885,inner,0.0,True,True,True
TOI-2458 c,TOI-2458,radial velocity,2024,16.553,3.18,,6005.0,1.31,1.05,,0.2837005977339638,inner,,False,True,True
TOI-2459 b,TOI-2459,transit,2023,19.104718,2.9531,,4195.0,0.6751,0.66,,0.2634579355874744,inner,,False,True,True
TOI-2485 b,TOI-2485,transit,2024,11.23479,12.1393261,766.602117684,6016.4,1.72,1.163,2.412003088727236,1.0829981354268892,inner,0.0,True,True,True
TOI-2497 b,TOI-2497,transit,2023,10.655669,11.14172682,1531.93292174,7360.0,2.36,1.859,4.820006172332205,0.9939982888750112,inner,0.0,True,True,True
TOI-2498 b,TOI-2498,transit,2023,3.738252,6.06,34.62,5905.0,1.26,1.12,0.1089268409328316,0.5406369881345348,inner,0.0,True,True,True
TOI-251 b,TOI-251,transit,2021,4.93777,2.74,317.83,5875.0,0.881,1.036,1.0000062927117812,0.24444642697832103,inner,0.0,True,True,True
TOI-2524 b,TOI-2524,transit,2023,7.18585,11.2089807,203.41018048,5831.0,1.119,1.007,0.6400008195627824,0.9999982781693282,inner,0.0,True,True,True
TOI-2525 b,TOI-2525,transit,2023,23.2856,8.67575106,26.697586188,5096.0,0.785,0.849,0.0840001075676152,0.7739986671424748,inner,0.0,True,True,True
TOI-2525 c,TOI-2525,transit,2023,49.2519,10.13291855,208.813263399,5096.0,0.785,0.849,0.6570008413324189,0.9039984432152735,inner,0.0,True,True,True
TOI-2529 b,TOI-2529,transit,2024,64.5949,11.54525012,743.71847238,5802.0,1.7,1.11,2.3400029965264233,1.0299982264251941,inner,0.0,True,True,True
TOI-2537 b,TOI-2537,transit,2024,94.1022,11.25381662,415.401727949,4870.0,0.771,0.771,1.3070016737008698,1.0039982710322064,inner,0.0,True,True,True
TOI-2537 c,TOI-2537,radial velocity,2024,1920.0,12.7,,4870.0,0.771,0.771,,1.1330181104469623,outer,,False,True,True
TOI-2545 b,TOI-2545,transit,2022,7.994037,2.75,,5846.29,1.25324,1.055,,0.24533856722276742,inner,,False,True,True
TOI-2567 b,TOI-2567,transit,2022,5.983944,10.92875618,63.883509807,5611.0,1.686,1.13,0.20100025739393637,0.9749983209920601,inner,0.0,True,True,True
TOI-257 b,TOI-257,transit,2021,18.38818,7.16253867,43.860320166,6095.0,1.867,1.407,0.13800017671822495,0.6389988999910786,inner,0.0,True,True,True
TOI-2570 b,TOI-2570,transit,2022,2.9887615,13.64132951,260.61929374,5771.0,1.095,1.063,0.8200010500648149,1.2169979043625658,inner,0.0,True,True,True
TOI-2580 b,TOI-2580,transit,2024,3.39775,17.37392009,200.23189641,6120.0,1.81,1.33,0.6300008067571139,1.5499973316085287,inner,0.0,True,True,True
TOI-2583 A b,TOI-2583 A,transit,2023,4.5207265,14.4595851,79.45710175,5936.0,1.477,1.215,0.2500003201417119,1.2899977785707915,inner,0.0,True,True,True
TOI-2587 A b,TOI-2587 A,transit,2023,5.45664,12.07207221,69.286592726,5760.0,1.726,1.15,0.21800027916357276,1.0769981452404318,inner,0.0,True,True,True
TOI-2589 b,TOI-2589,transit,2023,61.6277,12.10569916,1112.3994245,5579.0,1.07,0.93,3.500004481983966,1.0799981407797306,inner,0.0,True,True,True
TOI-260 b,TOI-260,transit,2024,13.475853,1.71,4.23,4026.0,0.607,0.616,0.01330908541726972,0.15255598180033902,inner,0.0,True,True,True
TOI-261.01,TOI-261,transit,2024,3.3639254,3.0449863,,5890.3,1.28018,0.496728,,0.27165548220180213,inner,,False,True,True
TOI-262 b,TOI-262,transit,2023,11.14529,2.07,,5310.0,0.853,0.913,,0.18467303060041038,inner,,False,True,True
TOI-2641 b,TOI-2641,transit,2023,4.880974,18.10250383,122.681765102,6100.0,1.336,1.16,0.3860004942988032,1.6149972191988582,inner,0.0,True,True,True
TOI-2669 b,TOI-2669,transit,2022,6.2034,19.72780603,193.87532827,4800.0,4.1,1.19,0.610000781145777,1.7599969693995896,inner,0.0,True,True,True
TOI-269 b,TOI-269,transit,2021,3.6977104,2.77,8.8,3514.0,0.398,0.3917,0.02768793183734599,0.2471228477116603,inner,0.0,True,True,True
TOI-270 b,TOI-270,transit,2019,3.3601538,1.206,1.58,3506.0,0.378,0.386,0.004971242307159848,0.10759211348023909,inner,0.5647782174568924,True,True,True
TOI-270 c,TOI-270,transit,2019,5.6605731,2.355,6.15,3506.0,0.378,0.386,0.019350088727236116,0.21009902756713356,inner,0.0,True,True,True
TOI-270 d,TOI-270,transit,2019,11.379573,2.133,4.78,3506.0,0.378,0.386,0.015039581157103844,0.1902935141404229,habitable,0.0,True,True,True
TOI-2714 b,TOI-2714,transit,2024,2.499387,13.72,228.0,5665.0,1.25,1.07,0.7173691430585097,1.224016415380498,inner,0.0,True,True,True
TOI-2719 b,TOI-2719,transit,2025,3.37594,5.98,,5762.0,1.69,1.02,,0.5334998661789634,inner,,False,True,True
TOI-2768 b,TOI-2768,transit,2024,1.50801,2.63,,4008.0,0.657,0.63,,0.2346328842894103,inner,,False,True,True
TOI-277 b,TOI-277,transit,2022,3.994,2.65,,4031.0,0.362,0.16,,0.23641716477830316,outer,,False,True,True
TOI-2796 b,TOI-2796,transit,2023,4.8084983,17.26183028,139.84449908,5764.0,1.069,1.063,0.4400005634494129,1.5399973485591938,inner,0.0,True,True,True
TOI-2803 A b,TOI-2803 A,transit,2023,1.96229325,18.11371281,309.882696825,6280.0,1.245,1.118,0.9750012485526763,1.6159972174145776,inner,0.0,True,True,True
TOI-2818 b,TOI-2818,transit,2023,4.039709,15.27784069,225.65816897,5721.0,1.229,0.977,0.7100009092024617,1.3629976527790169,inner,0.0,True,True,True
TOI-2842 b,TOI-2842,transit,2023,3.5514058,12.84549188,117.59651059,5910.0,1.265,1.135,0.37000047380973355,1.1459980265857794,inner,0.0,True,True,True
TOI-286 b,TOI-286,transit,2024,4.5117244,1.42,4.53,5152.0,0.78,0.832,0.01425299218445197,0.12668391471139262,inner,0.0,True,True,True
TOI-286 c,TOI-286,transit,2024,39.361826,1.88,3.72,5152.0,0.78,0.832,0.011704443913059895,0.16772236595592827,inner,0.0,True,True,True
TOI-2876 b,TOI-2876,transit,2025,6.2996431,9.6397234,54.03082919,5271.0,0.873,0.939,0.1700002176963641,0.8599985190471942,inner,0.0,True,True,True
TOI-2886 b,TOI-2886,transit,2025,1.60200105,18.6405349,444.9597698,6240.0,1.241,1.229,1.4000017927935866,1.6629971362298153,inner,0.0,True,True,True
TOI-2969 b,TOI-2969,transit,2025,1.8237146,12.32987877,368.68095212,4738.0,0.7,0.71,1.1600014854575431,1.0999981059862611,inner,0.0,True,True,True
TOI-2977 b,TOI-2977,transit,2023,2.3505614,13.15934334,533.95172376,5691.0,1.073,0.936,1.680002151352304,1.1739979784102061,inner,0.0,True,True,True
TOI-2981 b,TOI-2981,transit,2024,3.601501,13.4,638.0,5940.0,1.08,1.03,2.007375058207584,1.1954679275582123,inner,0.0,True,True,True
TOI-2986 b,TOI-2986,transit,2025,3.2783662,9.292245,96.619835728,5906.0,1.458,1.122,0.30400038929232165,0.8289985725756088,inner,0.0,True,True,True
TOI-2989 b,TOI-2989,transit,2025,3.122832,12.55405838,953.485221,4672.0,0.76,0.77,3.0000038417005426,1.1199980711927917,inner,0.0,True,True,True
TOI-2992 b,TOI-2992,transit,2025,3.007812,13.75341932,1058.36859531,6000.0,1.545,1.21,3.3300042642876027,1.2269978874119012,inner,0.0,True,True,True
TOI-3023 b,TOI-3023,transit,2023,3.9014971,16.43236571,197.05361234,5760.0,1.668,1.12,0.6200007939514455,1.4659974761352483,inner,0.0,True,True,True
TOI-3071 b,TOI-3071,transit,2024,1.266938,7.16,68.2,6177.0,1.31,1.29,0.21458147173943143,0.6387724150236418,inner,0.0,True,True,True
TOI-3082 b,TOI-3082,transit,2023,1.926907,3.6621,,4263.0,0.6847,0.664,,0.32671067891872607,inner,,False,True,True
TOI-3135 b,TOI-3135,transit,2025,3.7065585,13.65253849,327.36325921,5890.0,0.985,1.044,1.030001318983853,1.2179979025782852,inner,0.0,True,True,True
TOI-3160 A b,TOI-3160 A,transit,2025,3.971281,13.7646283,378.21580433,6190.0,1.346,1.088,1.1900015238745487,1.2279978856276208,inner,0.0,True,True,True
TOI-3235 b,TOI-3235,transit,2023,2.59261842,11.39953337,211.355890655,3388.8,0.3697,0.3939,0.6650008515769537,1.0169982487287001,inner,0.0,True,True,True
TOI-3261 b,TOI-3261,transit,2024,0.8831331,3.82,30.3,5068.0,0.849,0.861,0.09533458348540721,0.3407975733785351,inner,0.0,True,True,True
TOI-329 b,TOI-329,transit,2024,5.70439,4.94057819,40.4,5614.0,1.5326,1.0678,0.12711277798054293,0.4407688634133286,inner,0.0,True,True,True
TOI-332 b,TOI-332,transit,2023,0.777038,3.2,57.2,5251.0,0.87,0.88,0.17997155694274894,0.2854848782228567,inner,0.0,True,True,True
TOI-3321 b,TOI-3321,transit,2024,3.6525145,15.55806521,176.076937478,5850.0,1.549,1.041,0.5540007094340336,1.3879976099562852,inner,0.0,True,True,True
TOI-3331 A b,TOI-3331 A,transit,2022,2.0180231,12.97999965,721.47048389,5609.0,0.952,1.016,2.2700029068867438,1.1579980060665538,inner,0.0,True,True,True
TOI-3353.01,TOI-3353,transit,2024,4.6657965,2.6667555,,6365.0,1.0207,1.332089,,0.23791199036488536,inner,,False,True,True
TOI-3362 b,TOI-3362,transit,2021,18.09547,12.80065596,1598.359058803,6532.0,1.83,1.445,5.029006439970676,1.1419980337229012,inner,0.0,True,True,True
TOI-3364 b,TOI-3364,transit,2023,5.8768918,12.22899794,530.77343969,5706.0,1.419,1.186,1.6700021385466355,1.0909981211526452,inner,0.0,True,True,True
TOI-3464 b,TOI-3464,transit,2025,3.6515568,13.7646283,397.28550875,6370.0,1.56,1.363,1.2500016007085595,1.2279978856276208,inner,0.0,True,True,True
TOI-3474 b,TOI-3474,transit,2025,3.8795105,14.67255574,193.87532827,6020.0,1.256,1.121,0.610000781145777,1.3089977464537426,inner,0.0,True,True,True
TOI-3486 b,TOI-3486,transit,2025,2.21778105,10.5700688,99.162462984,4930.0,0.788,0.837,0.31200039953685643,0.9429983763047551,inner,0.0,True,True,True
TOI-3493 b,TOI-3493,transit,2025,8.1594667,3.22,8.97,5844.0,1.228,1.023,0.028222812338749265,0.2872691587117495,inner,0.0,True,True,True
TOI-3523 A b,TOI-3523 A,transit,2025,2.30458952,15.9727975,435.42491759,6450.0,1.448,1.131,1.3700017543765812,1.4249975466143279,inner,0.0,True,True,True
TOI-3540 A b,TOI-3540 A,transit,2022,3.119999,23.53885947,375.03752026,5810.0,1.228,1.081,1.1800015110688802,2.099996384155589,inner,0.0,True,True,True
TOI-3568 b,TOI-3568,transit,2024,4.417965,5.3,26.4,4969.0,0.719,0.78,0.08306379551203796,0.4728343295566063,inner,0.0,True,True,True
TOI-3593 b,TOI-3593,transit,2025,3.8212867,11.02963701,565.73456446,5550.0,0.918,1.015,1.7800022794089887,0.9839983058256758,inner,0.0,True,True,True
TOI-3629 b,TOI-3629,transit,2022,3.936551,8.29464572,82.63538582,3870.0,0.6,0.63,0.26000033294738034,0.739998726023731,inner,0.0,True,True,True
TOI-3682 b,TOI-3682,transit,2025,3.3462406,12.80065596,69.286592726,5703.0,1.735,1.32,0.21800027916357276,1.1419980337229012,inner,0.0,True,True,True
TOI-3688 A b,TOI-3688 A,transit,2023,3.246075,13.08088048,311.47183886,5950.0,1.302,1.199,0.9800012549555106,1.1669979909001695,inner,0.0,True,True,True
TOI-3693 b,TOI-3693,transit,2022,9.088516,12.59889431,324.18497514,5321.0,0.791,0.867,1.0200013061781845,1.1239980649478098,inner,0.0,True,True,True
TOI-3714 b,TOI-3714,transit,2022,2.154849,11.32107051,222.4798849,3660.0,0.51,0.53,0.7000008963967933,1.0099982612186635,inner,0.0,True,True,True
TOI-3757 b,TOI-3757,transit,2022,3.438753,12.0,85.3,3913.0,0.62,0.64,0.2683841574688196,1.0705682933357124,inner,0.0,True,True,True
TOI-3785 b,TOI-3785,transit,2023,4.6747373,5.14,14.95,3576.0,0.5,0.52,0.0470380205645821,0.45856008564546347,inner,0.0,True,True,True
TOI-3807 b,TOI-3807,transit,2023,2.8989727,18.49481816,330.54154328,5772.0,1.468,1.181,1.0400013317895214,1.6499971594254619,inner,0.0,True,True,True
TOI-3819 b,TOI-3819,transit,2023,3.2443141,13.13692538,352.78953177,5859.0,1.538,1.242,1.1100014214292009,1.171997981978767,inner,0.0,True,True,True
TOI-3837 b,TOI-3837,transit,2025,11.88865,10.87271128,187.51876013,5905.0,1.2,0.89,0.5900007555344401,0.9699983299134625,inner,0.0,True,True,True
TOI-3856 b,TOI-3856,transit,2025,2.04360352,13.59649359,171.62733978,5622.0,1.055,1.096,0.5400006915060976,1.2129979114996878,inner,0.0,True,True,True
TOI-3877 b,TOI-3877,transit,2025,4.123596,11.67975789,99.798119798,5731.0,1.445,1.16,0.31400040209799013,1.0419982059059685,inner,0.0,True,True,True
TOI-3884 b,TOI-3884,transit,2022,4.5445828,6.43,32.59,3180.0,0.302,0.298,0.10253973847489839,0.5736461771790525,habitable,0.0,True,True,True
TOI-3894 b,TOI-3894,transit,2024,4.33454,15.27784069,260.61929374,6000.0,1.502,1.138,0.8200010500648149,1.3629976527790169,inner,0.0,True,True,True
TOI-3912 b,TOI-3912,transit,2023,3.4936264,14.28024141,129.038333242,5725.0,1.392,1.088,0.4060005199101401,1.2739978062271389,inner,0.0,True,True,True
TOI-3919 b,TOI-3919,transit,2024,7.433234,12.31866979,1233.17421916,6100.0,1.319,1.208,3.8800049685993683,1.0989981077705415,inner,0.0,True,True,True
TOI-3976 A b,TOI-3976 A,transit,2023,6.607662,12.27383387,55.619971225,5975.0,1.501,1.254,0.17500022409919833,1.0949981149076635,inner,0.0,True,True,True
TOI-3980 b,TOI-3980,transit,2025,3.6089254,14.4595851,187.51876013,5840.0,1.626,1.24,0.5900007555344401,1.2899977785707915,inner,0.0,True,True,True
TOI-3984 A b,TOI-3984 A,transit,2023,4.353326,7.9,44.0,3476.0,0.47,0.49,0.13843965918672993,0.7047907931126773,inner,0.0,True,True,True
TOI-4010 b,TOI-4010,transit,2023,1.348335,3.02,11.0,4960.0,0.83,0.88,0.03460991479668248,0.269426353822821,inner,0.0,True,True,True
TOI-4010 c,TOI-4010,transit,2023,5.414654,5.93,20.31,4960.0,0.83,0.88,0.06390248813823829,0.5290391649567312,inner,0.0,True,True,True
TOI-4010 d,TOI-4010,transit,2023,14.70886,6.18,38.15,4960.0,0.83,0.88,0.12003347722667607,0.5513426710678919,inner,0.0,True,True,True
TOI-4010 e,TOI-4010,radial velocity,2023,762.0,13.3,,4960.0,0.83,0.88,,1.186546525113748,outer,,False,True,True
TOI-406 c,TOI-406,transit,2024,3.307441,1.32,2.08,3392.0,0.41,0.408,0.006544420252463597,0.11776251226692837,inner,0.2035076899304049,True,True,True
TOI-406.01,TOI-406,transit,2024,13.175682,2.08,6.57,3392.0,0.41,0.408,0.020671558201291268,0.18556517084485682,inner,0.0,True,True,True
TOI-4087 b,TOI-4087,transit,2023,3.1774835,13.04725353,232.01473711,6060.0,1.112,1.178,0.7300009348137987,1.1639979953608708,inner,0.0,True,True,True
TOI-411 b,HD 22946,transit,2022,4.040295,1.362,13.71,6169.0,1.117,1.098,0.04313653926022881,0.12150950129360337,inner,0.0,True,True,True
TOI-411 c,HD 22946,transit,2022,9.573083,2.328,9.72,6169.0,1.117,1.098,0.03058257925670489,0.2076902489071282,inner,0.0,True,True,True
TOI-4127 b,TOI-4127,transit,2023,56.39879,12.28504285,731.0053361,6096.0,1.293,1.23,2.3000029453037496,1.0959981131233831,inner,0.0,True,True,True
TOI-4137 b,TOI-4137,transit,2022,3.8016122,13.57407563,457.67290608,6202.0,1.438,1.313,1.4400018440162605,1.2109979150682486,inner,0.0,True,True,True
TOI-4145 A b,TOI-4145 A,transit,2023,4.0664428,13.30506009,136.66621501,5281.0,0.859,0.905,0.43000055064374443,1.1869979561067,inner,0.0,True,True,True
TOI-4153 b,TOI-4153,transit,2024,4.6174141,16.11851425,365.50266805,6860.0,1.605,1.572,1.1500014726518748,1.4379975243108218,inner,0.0,True,True,True
